Init Fwd Win Byts,Fwd IAT Tot,Fwd IAT Max,Dst Port,Fwd IAT Mean,Fwd Header Len,Flow IAT Max,Flow Duration,Fwd Pkts/s,TotLen Fwd Pkts,Subflow Fwd Byts,Fwd Pkt Len Mean,Fwd Seg Size Avg,Fwd Pkt Len Max,Flow IAT Mean,Flow Pkts/s,Pkt Len Max,Pkt Len Mean,Fwd IAT Min,Bwd Pkt Len Mean,Pkt Size Avg,Bwd Seg Size Avg,Bwd Pkt Len Max,TotLen Bwd Pkts,Subflow Bwd Byts,Pkt Len Var,Pkt Len Std,Flow IAT Min,Fwd Seg Size Min,Fwd Pkt Len Std,Label
-86.61743949462941,87443601.05036214,42074802.06815748,494.86070946896194,17771432.94970511,50.537028492033144,41729937.27626406,89310141.60826582,1287.127423007013,2754.8209582697114,3110.131292091002,499.32263603268257,500.13221855915697,499.04209342915965,18108999.27393143,0.0,492.1891669891581,500.443256935745,4055440.6006485806,0.5134602383209138,584.736402312398,3.916448795250344,0.0,0.0,37.91334414217875,318.6401260186505,0.0,4227272.778600942,7.979644383542669,3.105271568143314,Brute Force -Web
2047.0,80.0,80.0,80.0,80.0,40.0,80.0,80.0,25000.0,0.0,0.0,0.0,0.0,0.0,80.0,25000.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0,Brute Force -Web
8089.831122590197,56074481.45495402,887151.9916694486,77.66006498100556,612352.2292714757,3050.283586774148,279247.7953417876,55884894.614814,0.0,54699.75857548342,54006.772843117695,366.00680554474957,355.5988981295351,643.0532635373103,0.0,742.7567454825388,1056.0916001816045,496.6515247697911,0.0,692.9232604151023,497.49991460825225,690.6833846100108,1081.2038699609539,72326.52263821509,72345.18338524201,129400.45978651996,354.8968576450968,19812.011018542056,20.20195462863883,271.71008006504275,Brute Force -Web
8219.499110264007,64862997.19232118,2864044.9459190834,79.26450655688384,658741.0412802517,3073.474222632972,2982057.353954131,63207090.48196559,0.0,54544.24141236371,55551.399746222945,353.4810463045157,356.32496160203044,635.5431952918483,368233.9285236885,0.0,1050.666442797091,495.4228571709403,0.0,690.6675718840295,492.12280306449196,686.7461348019835,1063.4825447830476,72092.91496188287,72009.56793283505,123872.44471332498,351.8132534961105,123533.8787442597,20.13647032027406,270.52239405578575,Brute Force -Web
8192.0,56301732.0,1208932.0,80.0,370406.131578947,3072.0,1208932.0,56303473.0,2.7174167391,54995.0,54995.0,359.4444444444,359.4444444444,646.0,219935.44140625,4.5645496859,1068.0,494.1085271318,320.0,696.9711538462,496.0311284047,696.9711538462,1068.0,72485.0,72485.0,126307.116580702,355.3971251723,8.0,20.0,271.4171844443,Brute Force -Web
2169.1751020852626,0.0,144107.0914254862,83.7951830641357,427615.5677143628,42.81654184996183,13944.022212664648,1738146.744539813,1365.5542791253608,0.0,944.9167952487494,2.8017999879908158,0.5610874835683408,0.0,199058.06525446707,643.5682296059858,0.0,8.30325314317859,318385.05801845226,0.0,0.0,5.258120470905231,19.758015334038053,890.944146417629,482.709038815129,0.0,0.0,0.0,19.95937850706795,1.767486606797721,Brute Force -Web
8276.061552312269,56585494.12977396,1368428.9498314788,75.8301691022176,402437.8061595952,3071.7796045933783,1219241.4302129382,56526297.18958473,468.99323809606574,54293.20669149198,55292.04772558582,350.0208272591832,353.85149097518763,637.7886573674232,290125.8434066837,515.9816121098648,1066.320117839213,486.4878739207463,173656.14802779735,699.7519752554462,504.73874112955355,695.181629535716,1057.3237662691702,72675.29019646527,72653.08719442257,124999.93662974544,360.7817721176437,327038.61939484824,20.07300027257173,271.1752517818536,Brute Force -Web
2172.294919922936,0.0,0.0,82.97116322886464,112421.65210621138,22.794290670347053,0.0,0.0,0.0,0.0,0.0,3.9778967338575657,0.0,0.0,83159.71474174334,769.6399009124696,0.0,0.0,100471.84034579931,5.80510347846026,0.0,1.038719802502961,0.0,1060.390796370639,0.0,3318.902657883775,3.0638590590423234,0.0,20.145251544323614,3.531701286197134,Brute Force -Web
8192.0,55330356.0,1183051.0,80.0,361636.31372549,3092.0,1183051.0,55332482.0,2.7831753508,54442.0,54442.0,353.5194805195,353.5194805195,646.0,212817.238461538,4.7169400426,2920.0,516.0801526718,87.0,754.8691588785,518.0574712644,754.8691588785,2920.0,80771.0,80771.0,191349.491635226,437.4351284879,4.0,20.0,270.7849934725,Brute Force -Web
8231.990311672947,57431226.99314875,654306.8720807149,83.63699412168444,813428.7688258484,3079.876187831737,1165721.793651631,55549419.72153247,1386.3966180350292,55316.81959374733,54594.25922629475,368.16365074179066,357.0340929643398,641.8529446999496,306846.8832472158,661.7483621019475,1054.836312080358,489.79853986002706,57027.63137782099,698.0102817233562,501.1857517073019,699.4950106213489,1077.5128108191066,71749.98936172365,71707.81875233985,127074.3989329232,359.4215193083866,0.0,20.01812844716654,274.03659373023174,Brute Force -Web
