Init Fwd Win Byts,Fwd IAT Tot,Fwd IAT Max,Dst Port,Fwd IAT Mean,Fwd Header Len,Flow IAT Max,Flow Duration,Fwd Pkts/s,TotLen Fwd Pkts,Subflow Fwd Byts,Fwd Pkt Len Mean,Fwd Seg Size Avg,Fwd Pkt Len Max,Flow IAT Mean,Flow Pkts/s,Pkt Len Max,Pkt Len Mean,Fwd IAT Min,Bwd Pkt Len Mean,Pkt Size Avg,Bwd Seg Size Avg,Bwd Pkt Len Max,TotLen Bwd Pkts,Subflow Bwd Byts,Pkt Len Var,Pkt Len Std,Flow IAT Min,Fwd Seg Size Min,Fwd Pkt Len Std,Label
-1.0,120000000.0,707795.0,80.0,873.7681405,1095568.0,707795.0,119658178.0,1144.476728,4382272.0,4382272.0,32.0,32.0,32.0,873.7681405,1144.476728,32.0,32.0,0.0,0.0,32.00023367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,DDOS attack-LOIC-UDP
-1.0,107000000.0,571752.0,80.0,916.070442,936608.0,571752.0,107248947.0,1091.628433,3746432.0,3746432.0,32.0,32.0,32.0,916.070442,1091.628433,32.0,32.0,0.0,0.0,32.00027333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,DDOS attack-LOIC-UDP
-1.0,120000000.0,751595.0,80.0,963.0214686,995696.0,751595.0,119858615.0,1038.406793,3982784.0,3982784.0,32.0,32.0,32.0,963.0214686,1038.406793,32.0,32.0,0.0,0.0,32.00025711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,DDOS attack-LOIC-UDP
-1.0,120000000.0,643812.0,80.0,1043.408055,917728.0,643812.0,119694555.0,958.4061698,3670912.0,3670912.0,32.0,32.0,32.0,1043.408055,958.4061698,32.0,32.0,0.0,0.0,32.00027895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,DDOS attack-LOIC-UDP
-1.0,120000000.0,674539.0,80.0,994.1226803,962184.0,674539.0,119565123.0,1005.92043,3848736.0,3848736.0,32.0,32.0,32.0,994.1226803,1005.92043,32.0,32.0,0.0,0.0,32.00026606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,DDOS attack-LOIC-UDP
-1.0,121307378.0,595299.5278018713,80.0,876.3586490882287,778981.0,858283.9693475042,118340067.0,998.9291239462101,3446327.0,3834487.0,32.00014418749322,32.00038569549742,32.0,661.4691196068509,788.7574557436601,32.0,31.99950096527753,0.0,0.0,32.01114362118994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,DDOS attack-LOIC-UDP
-1.0,119961790.0,614134.722464428,80.0,1006.0393245035709,656816.0,529480.359334773,118306358.0,752.8881060255907,2579952.0,3841881.0,32.000841770520104,32.000597634929974,32.0,870.1832899216118,931.8043209449833,32.0,32.00308822925162,0.0,0.0023820689064712316,31.984051250891916,0.0,0.0,0.0,0.0,0.0,0.0,0.8802333027230151,8.0,0.0,DDOS attack-LOIC-UDP
-1.0,120000000.0,691102.0,80.0,933.5814251,1025392.0,691102.0,119659932.0,1071.152205,4101568.0,4101568.0,32.0,32.0,32.0,933.5814251,1071.152205,32.0,32.0,0.0,0.0,32.00024966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,DDOS attack-LOIC-UDP
-1.0,120000000.0,798367.0,80.0,966.4684042,992672.0,798367.0,119922299.0,1034.703312,3970688.0,3970688.0,32.0,32.0,32.0,966.4684042,1034.703312,32.0,32.0,0.0,0.0,32.00025789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,DDOS attack-LOIC-UDP
-1.0,120637765.0,615100.0284291889,80.0,784.8061426814144,737175.0,541012.8015813136,118621292.0,644.3952913163661,3293677.0,3341010.0,31.99788981460361,32.00152954273892,32.0,781.9716591203571,898.575547083202,32.0,32.0000508879195,0.010473321933384577,0.00020068103761605827,32.00673191894515,0.0,0.0,0.0,0.0,6.737598472473437e-05,0.0020134224046909803,0.0,8.0,0.0,DDOS attack-LOIC-UDP
-1.0,120000000.0,707587.0,80.0,873.360764,1097856.0,707587.0,119852171.0,1145.010548,4391424.0,4391424.0,32.0,32.0,32.0,873.360764,1145.010548,32.0,32.0,0.0,0.0,32.00023318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,DDOS attack-LOIC-UDP
