Init Fwd Win Byts,Fwd IAT Tot,Fwd IAT Max,Dst Port,Fwd IAT Mean,Fwd Header Len,Flow IAT Max,Flow Duration,Fwd Pkts/s,TotLen Fwd Pkts,Subflow Fwd Byts,Fwd Pkt Len Mean,Fwd Seg Size Avg,Fwd Pkt Len Max,Flow IAT Mean,Flow Pkts/s,Pkt Len Max,Pkt Len Mean,Fwd IAT Min,Bwd Pkt Len Mean,Pkt Size Avg,Bwd Seg Size Avg,Bwd Pkt Len Max,TotLen Bwd Pkts,Subflow Bwd Byts,Pkt Len Var,Pkt Len Std,Flow IAT Min,Fwd Seg Size Min,Fwd Pkt Len Std
26883.0,0.0,0.0,21.0,0.0,40.0,3.0331829709591944,3.0365720269626486,329569.20544528123,0.0,0.0,0.0,0.0,0.0,3.0783310388650142,663045.9333812938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8362812261602994,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,2.0,2.0,500000.0,0.0,0.0,0.0,0.0,0.0,2.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,26.137472677110956,26.103932432008314,44125.66515151745,0.0,0.0,0.0,0.0,0.0,25.85942680452177,73606.24658123404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.15065843842853,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,20.0,20.0,50000.0,0.0,0.0,0.0,0.0,0.0,20.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,22.0,22.0,45454.54545,0.0,0.0,0.0,0.0,0.0,22.0,90909.09091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,3.074613118371391,3.077318364238923,337229.5494029715,0.0,0.0,0.0,0.0,0.0,3.0371744799687446,683843.3341314484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3813253330586,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,20.048445572686457,19.823159128360025,54338.90543621983,0.0,0.0,0.0,0.0,0.0,19.742828731581888,109259.98426061579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.785371270930554,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,3.0,3.0,333333.3333,0.0,0.0,0.0,0.0,0.0,3.0,666666.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,20.0,20.0,50000.0,0.0,0.0,0.0,0.0,0.0,20.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,17.78599067868608,18.04690747250126,60763.83978633358,0.0,0.0,0.0,0.0,0.0,18.114593507804937,116796.47187048168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.011941953659186,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,5.0,5.0,200000.0,0.0,0.0,0.0,0.0,0.0,5.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,21.0,21.0,47619.04762,0.0,0.0,0.0,0.0,0.0,21.0,95238.09524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,4.0,4.0,250000.0,0.0,0.0,0.0,0.0,0.0,4.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,6.0,6.0,166666.6667,0.0,0.0,0.0,0.0,0.0,6.0,333333.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,15.945848425617896,16.134050408740112,55796.42927988421,0.0,0.0,0.0,0.0,0.0,16.12127521092518,132426.14602734684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.918927428729958,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,6.118738831615303,5.725531001391397,164505.02113297107,0.0,0.0,0.0,0.0,0.0,6.182112432861436,336903.11686853605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3961012794888,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,21.11251599271615,20.942921117026707,42494.08874858811,0.0,0.0,0.0,0.0,0.0,20.91103569379223,92688.88566537056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.89478138094183,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,27.0,27.0,37037.03704,0.0,0.0,0.0,0.0,0.0,27.0,74074.07407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,1.9083529544341622,1.8567787323309979,495406.12991377123,0.0,0.0,0.0,0.0,0.0,2.0843899992800963,995636.1599235309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.810186938746095,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,3.146504409036564,3.066010482192441,329248.6532543405,0.0,0.0,0.0,0.0,0.0,2.7790917144022704,658941.991441742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7887915215495163,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,5.102013342416384,5.172048139765926,193020.10639590916,0.0,0.0,0.0,0.0,0.0,4.862628333521289,404568.7798043161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.142092109791792,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,4.962762128306339,5.1252495581240325,202267.96271866316,0.0,0.0,0.0,0.0,0.0,5.151891746947823,390994.8589369368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8837788948261105,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,20.961733722866683,20.92849697417046,50938.981263137015,0.0,0.0,0.0,0.0,0.0,20.76834085401198,99949.33144567945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.18038917322062,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,6.05299939874921,5.915760828250609,171747.60766570843,0.0,0.0,0.0,0.0,0.0,5.893563867231396,334872.22665577236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8482830545025335,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,6.0,6.0,166666.6667,0.0,0.0,0.0,0.0,0.0,6.0,333333.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,22.796400190361858,23.01098599025526,35881.12810049487,0.0,0.0,0.0,0.0,0.0,22.842524348818,91018.51119578404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.168786552828415,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,23.0,23.0,43478.26087,0.0,0.0,0.0,0.0,0.0,23.0,86956.52174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,14.0,14.0,71428.57143,0.0,0.0,0.0,0.0,0.0,14.0,142857.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,21.0,21.0,47619.04762,0.0,0.0,0.0,0.0,0.0,21.0,95238.09524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,20.224724939716324,20.231623152324733,56026.74217901163,0.0,0.0,0.0,0.0,0.0,19.958797124326754,92821.56616456126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.24352030580288,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,4.048710977443829,4.160102398094205,252231.81553547757,0.0,0.0,0.0,0.0,0.0,3.986325826334545,494896.25304269145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0485979220266195,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,1.9373596479786652,1.8677663847548323,502159.49748678465,0.0,0.0,0.0,0.0,0.0,2.117236018091596,996787.1170521242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9817288650415548,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,21.06429748364071,21.43899523764247,47975.257456654756,0.0,0.0,0.0,0.0,0.0,21.113791014411905,68551.1514546726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.936807280679858,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,6.0,6.0,166666.6667,0.0,0.0,0.0,0.0,0.0,6.0,333333.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,14.0,14.0,71428.57143,0.0,0.0,0.0,0.0,0.0,14.0,142857.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,21.00285693412738,20.855539156187003,52053.527236500486,0.0,0.0,0.0,0.0,0.0,21.120677546848203,105225.48283431854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.908708131260926,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,15.0,15.0,66666.66667,0.0,0.0,0.0,0.0,0.0,15.0,133333.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,2.0,2.0,500000.0,0.0,0.0,0.0,0.0,0.0,2.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,2.0,2.0,500000.0,0.0,0.0,0.0,0.0,0.0,2.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,26.0,26.0,38461.53846,0.0,0.0,0.0,0.0,0.0,26.0,76923.07692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,40.0,0.0
26883.0,0.0,0.0,21.0,0.0,40.0,21.283169601582244,20.851080410589415,44099.42561475216,0.0,0.0,0.0,0.0,0.0,21.118327473820266,105728.23283528515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.978992777060782,40.0,0.0
